10/1/2017,1
10/2/2017,12
10/3/2017,11
10/4/2017,8
10/5/2017,4
10/6/2017,3
10/7/2017,2
10/8/2017,1
10/9/2017,1
10/10/2017,5
10/11/2017,1
10/12/2017,1
10/13/2017,1
10/14/2017,1
10/15/2017,1
10/16/2017,1
10/17/2017,1
10/18/2017,1
10/19/2017,1
10/20/2017,1
10/21/2017,1
10/22/2017,3
10/23/2017,1
10/24/2017,1
10/25/2017,1
10/26/2017,1
10/27/2017,2
10/28/2017,1
10/29/2017,1
10/30/2017,1
10/31/2017,2
11/1/2017,2
11/2/2017,1
11/3/2017,1
11/4/2017,1
11/5/2017,2
11/6/2017,3
11/7/2017,5
11/8/2017,6
11/9/2017,4
11/10/2017,5
11/11/2017,5
11/12/2017,5
11/13/2017,4
11/14/2017,4
11/15/2017,3
11/16/2017,3
11/17/2017,3
11/18/2017,14
11/19/2017,13
11/20/2017,11
11/21/2017,10
11/22/2017,12
11/23/2017,11
11/24/2017,10
11/25/2017,11
11/26/2017,11
11/27/2017,11
11/28/2017,10
11/29/2017,10
11/30/2017,10
12/1/2017,10
12/2/2017,10
12/3/2017,10
12/4/2017,10
12/5/2017,16
12/6/2017,15
12/7/2017,16
12/8/2017,17
12/9/2017,17
12/10/2017,16
12/11/2017,15
12/12/2017,15
12/13/2017,16
12/14/2017,16
12/15/2017,19
12/16/2017,18
12/17/2017,18
12/18/2017,17
12/19/2017,17
12/20/2017,17
12/21/2017,17
12/22/2017,19
12/23/2017,18
12/24/2017,31
12/25/2017,27
12/26/2017,37
12/27/2017,32
12/28/2017,30
12/29/2017,29
12/30/2017,27
12/31/2017,23
1/1/2018,25
1/2/2018,25
1/3/2018,25
1/4/2018,24
1/5/2018,24
1/6/2018,24
1/7/2018,27
1/8/2018,27
1/9/2018,28
1/10/2018,28
1/11/2018,29
1/12/2018,32
1/13/2018,35
1/14/2018,36
1/15/2018,34
1/16/2018,34
1/17/2018,32
1/18/2018,32
1/19/2018,31
1/20/2018,30
1/21/2018,30
1/22/2018,38
1/23/2018,37
1/24/2018,37
1/25/2018,35
1/26/2018,34
1/27/2018,38
1/28/2018,36
1/29/2018,37
1/30/2018,36
1/31/2018,32
2/1/2018,32
2/2/2018,35
2/3/2018,35
2/4/2018,36
2/5/2018,35
2/6/2018,43
2/7/2018,44
2/8/2018,43
2/9/2018,42
2/10/2018,45
2/11/2018,45
2/12/2018,46
2/13/2018,46
2/14/2018,42
2/15/2018,40
2/16/2018,46
2/17/2018,43
2/18/2018,40
2/19/2018,36
2/20/2018,41
2/21/2018,39
2/22/2018,39
2/23/2018,41
2/24/2018,44
2/25/2018,42
