10/1/2012,0
10/2/2012,0
10/3/2012,0
10/4/2012,0
10/5/2012,0
10/6/2012,0
10/7/2012,0
10/8/2012,0
10/9/2012,0
10/10/2012,0
10/11/2012,0
10/12/2012,0
10/13/2012,0
10/14/2012,1
10/15/2012,0
10/16/2012,0
10/17/2012,2
10/18/2012,2
10/19/2012,1
10/20/2012,0
10/21/2012,0
10/22/2012,0
10/23/2012,0
10/24/2012,0
10/25/2012,2
10/26/2012,4
10/27/2012,3
10/28/2012,2
10/29/2012,2
10/30/2012,1
10/31/2012,0
11/1/2012,0
11/2/2012,0
11/3/2012,0
11/4/2012,0
11/5/2012,0
11/6/2012,0
11/7/2012,0
11/8/2012,0
11/9/2012,0
11/10/2012,0
11/11/2012,4
11/12/2012,5
11/13/2012,5
11/14/2012,4
11/15/2012,5
11/16/2012,5
11/17/2012,5
11/18/2012,5
11/19/2012,5
11/20/2012,6
11/21/2012,6
11/22/2012,6
11/23/2012,6
11/24/2012,5
11/25/2012,5
11/26/2012,5
11/27/2012,5
11/28/2012,5
11/29/2012,5
11/30/2012,5
12/1/2012,5
12/2/2012,5
12/3/2012,5
12/4/2012,6
12/5/2012,6
12/6/2012,6
12/7/2012,6
12/8/2012,10
12/9/2012,16
12/10/2012,15
12/11/2012,16
12/12/2012,16
12/13/2012,14
12/14/2012,14
12/15/2012,16
12/16/2012,18
12/17/2012,19
12/18/2012,19
12/19/2012,24
12/20/2012,24
12/21/2012,22
12/22/2012,21
12/23/2012,20
12/24/2012,21
12/25/2012,23
12/26/2012,24
12/27/2012,26
12/28/2012,27
12/29/2012,26
12/30/2012,26
12/31/2012,26
1/1/2013,27
1/2/2013,27
1/3/2013,27
1/4/2013,26
1/5/2013,24
1/6/2013,24
1/7/2013,24
1/8/2013,24
1/9/2013,24
1/10/2013,24
1/11/2013,24
1/12/2013,29
1/13/2013,30
1/14/2013,30
1/15/2013,30
1/16/2013,29
1/17/2013,29
1/18/2013,28
1/19/2013,28
1/20/2013,28
1/21/2013,28
1/22/2013,28
1/23/2013,28
1/24/2013,28
1/25/2013,28
1/26/2013,27
1/27/2013,28
1/28/2013,29
1/29/2013,33
1/30/2013,33
1/31/2013,34
2/1/2013,35
2/2/2013,39
2/3/2013,37
2/4/2013,36
2/5/2013,35
2/6/2013,34
2/7/2013,34
2/8/2013,34
2/9/2013,35
2/10/2013,38
2/11/2013,40
2/12/2013,40
2/13/2013,39
2/14/2013,41
