10/1/2008,-1
10/3/2008,-1
10/4/2008,-1
10/6/2008,2
10/7/2008,0
10/8/2008,-1
10/9/2008,-1
10/10/2008,-1
10/11/2008,-1
10/12/2008,1
10/13/2008,0
10/14/2008,0
10/15/2008,-1
10/16/2008,-1
10/17/2008,-1
10/18/2008,-1
10/19/2008,-1
10/20/2008,-1
10/21/2008,-1
10/22/2008,3
10/23/2008,4
10/24/2008,3
10/25/2008,2
10/26/2008,0
10/27/2008,0
10/28/2008,-1
10/29/2008,-1
10/30/2008,-1
10/31/2008,-1
11/2/2008,-1
11/3/2008,-1
11/4/2008,-1
11/5/2008,2
11/6/2008,4
11/7/2008,4
11/8/2008,4
11/9/2008,4
11/10/2008,4
11/11/2008,4
11/12/2008,6
11/13/2008,8
11/14/2008,9
11/15/2008,11
11/16/2008,10
11/17/2008,9
11/18/2008,8
11/19/2008,8
11/20/2008,8
11/21/2008,8
11/22/2008,8
11/23/2008,8
11/24/2008,9
11/25/2008,9
11/26/2008,9
11/27/2008,8
11/29/2008,15
11/30/2008,22
12/1/2008,25
12/2/2008,24
12/3/2008,23
12/4/2008,27
12/5/2008,32
12/6/2008,28
12/7/2008,27
12/8/2008,26
12/9/2008,29
12/10/2008,27
12/11/2008,26
12/12/2008,26
12/13/2008,29
12/15/2008,34
12/16/2008,32
12/17/2008,33
12/18/2008,31
12/19/2008,33
12/20/2008,33
12/21/2008,35
12/22/2008,33
12/23/2008,37
12/24/2008,39
12/25/2008,38
12/26/2008,35
12/27/2008,39
12/28/2008,38
12/29/2008,43
12/30/2008,40
12/31/2008,38
1/1/2009,36
1/2/2009,35
1/3/2009,34
1/4/2009,39
1/5/2009,37
1/6/2009,37
1/7/2009,37
1/8/2009,36
1/9/2009,35
1/10/2009,39
1/12/2009,44
1/13/2009,47
1/14/2009,47
1/15/2009,45
1/16/2009,44
1/17/2009,43
1/18/2009,41
1/19/2009,41
1/20/2009,41
1/21/2009,40
1/22/2009,40
1/23/2009,39
1/24/2009,49
1/25/2009,56
1/26/2009,55
1/27/2009,56
1/28/2009,55
1/29/2009,55
1/30/2009,53
1/31/2009,52
2/1/2009,51
2/2/2009,51
2/3/2009,50
2/4/2009,50
2/5/2009,49
2/6/2009,49
2/7/2009,48
2/8/2009,48
2/9/2009,48
2/10/2009,49
2/11/2009,52
2/12/2009,51
2/13/2009,52
2/14/2009,53
2/15/2009,52
2/16/2009,52
2/17/2009,51
2/18/2009,52
2/19/2009,55
2/20/2009,55
2/21/2009,55
2/22/2009,53
2/23/2009,52
2/24/2009,59
2/25/2009,57
2/26/2009,57
2/27/2009,61
2/28/2009,63
3/1/2009,61
3/2/2009,58
3/3/2009,57
3/4/2009,56
3/5/2009,55
3/6/2009,55
3/7/2009,54
3/8/2009,59
3/9/2009,57
3/10/2009,55
3/11/2009,60
3/12/2009,58
3/13/2009,59
3/14/2009,58
3/15/2009,57
3/16/2009,57
3/17/2009,55
3/18/2009,54
3/19/2009,55
3/20/2009,53
3/21/2009,53
3/22/2009,52
3/23/2009,54
3/24/2009,58
3/25/2009,58
3/26/2009,62
3/27/2009,63
3/28/2009,61
3/29/2009,61
3/30/2009,64
3/31/2009,65
4/1/2009,68
4/2/2009,67
4/3/2009,65
4/4/2009,74
4/5/2009,77
4/6/2009,75
4/7/2009,71
4/8/2009,68
4/9/2009,66
4/10/2009,68
4/11/2009,66
4/12/2009,66
4/13/2009,68
4/14/2009,66
4/15/2009,66
4/16/2009,65
4/17/2009,75
4/18/2009,91
4/19/2009,90
4/20/2009,84
4/21/2009,81
4/22/2009,76
4/23/2009,73
4/24/2009,70
4/25/2009,68
4/26/2009,68
4/27/2009,67
4/28/2009,69
4/29/2009,67
4/30/2009,66
5/1/2009,64
5/3/2009,68
5/4/2009,67
5/5/2009,67
5/6/2009,66
5/7/2009,64
5/8/2009,62
5/9/2009,60
5/11/2009,60
5/12/2009,58
5/13/2009,55
5/14/2009,54
5/15/2009,50
5/17/2009,45
5/18/2009,42
5/19/2009,36
5/20/2009,35
5/21/2009,30
5/22/2009,31
5/28/2009,22
5/29/2009,18
5/31/2009,15
6/5/2009,6
6/6/2009,4
6/7/2009,2
6/8/2009,-1
6/9/2009,-1
